,logFC,logCPM,PValue,FDR,up_down
AC010931.1,-3.21247427048813,4.73495118649735,7.76396105352543e-06,0.000193740295464375,Down
AC025162.2,-2.24328125728027,3.73553908690307,8.06944480618261e-06,0.000200700895327456,Down
AC008669.1,-2.00040560976517,7.38393711450462,8.42901477364288e-06,0.00020759537688441,Down
LINC02716,-2.57458604483314,3.86249342695009,9.36306675362675e-06,0.000228368218465071,Down
AC084855.1,-2.87623771647594,3.0658008297507,9.59505091666385e-06,0.000233273890613812,Down
AP000255.1,-2.0966593399324,4.08062894038936,9.7707807102717e-06,0.000236784849199886,Down
LINC01563,-3.73361719672198,3.2235414777882,9.92106614895375e-06,0.000239658725726004,Down
LINC01850,-4.2629136484916,2.17342983760712,9.96503056962157e-06,0.00023995412782455,Down
AP000662.1,-2.31080419851846,5.6175629568509,1.01400671635385e-05,0.000243393802614333,Down
AP001922.5,-2.42003671371844,3.71595435845394,1.10962603016971e-05,0.00026466506038212,Down
AC063944.3,-3.0150372149249,3.33415543952783,1.18743670478021e-05,0.000282333613988779,Down
TBX2-AS1,-2.58911808514253,6.03614358860049,1.22408638702083e-05,0.000289228661633267,Down
LINC01572,3.64249542326202,6.66996590312504,1.26749991367584e-05,0.000298553484339657,Up
AL583810.1,6.44052163071303,4.58275900711273,1.28676607170352e-05,0.000302150256774854,Up
CDKN2A-DT,6.38441793956364,6.14786498254399,1.2943291630646e-05,0.000302985226065988,Up
AC002116.2,2.76603380677593,6.93223625089251,1.37044427797668e-05,0.000319812629190792,Up
LINC00840,-3.0396637038352,3.09071921440262,1.38831005359541e-05,0.000321994242798617,Down
AC233976.1,-3.62768910212902,2.38771478308647,1.47059825415877e-05,0.0003400364954035,Down
AL512413.1,7.8065586379369,5.81685889182688,1.53386158614462e-05,0.000353583154049984,Up
AL031651.2,-2.81421584848685,3.17466426908531,1.59377342480633e-05,0.000366277229938014,Down
AC022211.4,4.24351068594084,5.34584390508656,1.68724407748082e-05,0.000386583408176741,Up
AC025271.4,-3.04269300388017,3.31773507011829,1.76685963038003e-05,0.000403601983846023,Down
LINC02610,-2.61841201392824,5.47932128226617,1.807424329089e-05,0.000410388449016274,Down
LINC00670,-3.3358374003142,2.38351289933164,1.8143763886364e-05,0.000410733529176043,Down
AC093390.1,-3.76187099603102,2.89790595883224,1.82975529882307e-05,0.000412978501922425,Down
AC008752.3,-2.69755052976141,3.51344836248122,1.84619550503917e-05,0.000415448934928606,Down
AC024884.2,6.59531407127025,4.72360784574594,1.94053411602747e-05,0.000435382149889723,Up
AL160313.2,-2.23924041022863,3.31143401289506,2.04163153482421e-05,0.000456709350142186,Down
CT66,-3.75870022423363,2.48746412752561,2.05060281695175e-05,0.000457363064866436,Down
MIR9-3HG,6.56599636777384,12.2362975317244,2.14572301390291e-05,0.000477170932591762,Up
AL357078.2,-2.41721918354928,2.99242592151514,2.19076529092083e-05,0.00048575883767309,Down
AC023154.1,-2.58676957921542,3.28823384229829,2.29920197945116e-05,0.000506829917394468,Down
NR2F2-AS1,-2.70381753268724,6.40588042575596,2.32745895940336e-05,0.000509862408270746,Down
TMPO-AS1,2.69302062599118,9.82807958803359,2.33239979309316e-05,0.000509862408270746,Up
AL162426.1,-2.63605844630817,2.76254966808507,2.3331886425298e-05,0.000509862408270746,Down
DARS-AS1,3.225454963419,7.55261883537448,2.34959888116873e-05,0.000511968793674836,Up
FAM225B,-2.54209853247992,5.36852418930266,2.4457261438643e-05,0.000531383200395344,Down
AC007950.2,-2.07384933961858,3.28265165232283,2.46530295571554e-05,0.000534101881036252,Down
SPAG16-DT,-2.61406324259042,3.08255126377436,2.66153518326555e-05,0.000574967643447738,Down
TYMSOS,3.32459678676357,8.07954581528041,2.78511565380127e-05,0.000599950411919983,Up
AL603910.1,-2.12400685299848,3.62917690347755,2.80392654227866e-05,0.000602286607561617,Down
AC012511.1,-2.80554688987106,3.03103722439873,2.84351022308367e-05,0.000609058946083162,Down
AP003973.2,-3.37871515962107,2.68401823640409,2.8635824379249e-05,0.000611625616190682,Down
AC044802.2,-2.9605131556025,3.00695064196207,3.09358244752693e-05,0.000655198232093869,Down
AC015908.3,-2.59337358063262,4.34709683724928,3.33341717077396e-05,0.000704021430955919,Down
AC106881.1,-3.09712241619887,4.52786785448343,3.34372276497376e-05,0.000704230858662023,Down
AL136141.1,-2.43094889081734,3.18730843151505,3.40613939125906e-05,0.000715383887147494,Down
C2CD4D-AS1,4.88616189757667,9.16982726423283,3.43426124974626e-05,0.000719292224635221,Up
AC009495.3,3.21381577115119,5.53702760196441,3.67995458673757e-05,0.000766505141331206,Up
LINC01638,-3.27586159151159,3.00077358414476,3.72019562110073e-05,0.000772758216789632,Down
ZNF790-AS1,-2.54938947514287,5.81575934541832,3.79575976391613e-05,0.000784224366974911,Down
AC124319.1,7.59460745372648,5.61898255298927,3.79613964175132e-05,0.000784224366974911,Up
AL133215.2,2.72651756455065,6.87410362301163,3.92291378323988e-05,0.000808205752454407,Up
AC067817.2,-2.18546004394737,3.61826787276679,4.06043769230211e-05,0.000832004590555454,Down
KIAA0087,-4.23418860799843,4.04759104654215,4.43375959530279e-05,0.000904535407885882,Down
AC121757.1,8.54816112162858,6.52087274622694,4.47605118321563e-05,0.000909769435384231,Up
AC109309.1,-4.01985202740426,3.09514119462239,4.59172725982127e-05,0.000928290101911995,Down
AC025279.1,-2.00702231394884,3.6615335087512,4.69996949168236e-05,0.000947639182042942,Down
CYP1B1-AS1,-2.33540760060049,5.78396874051197,4.92601624688772e-05,0.000987619243344079,Down
AL136084.3,-2.55779482592615,4.06764010511633,4.94594981485008e-05,0.000987619243344079,Down
LINC00337,5.18446017636766,6.4245669228833,5.42950601542053e-05,0.00108032881533144,Up
LINC02321,6.32130199870812,6.2079721809146,5.66321067095424e-05,0.00112140655032162,Up
U47924.1,4.60612479361017,4.55068334789956,5.66561701127971e-05,0.00112140655032162,Up
LINC00484,-2.59175316051585,3.35754159408674,5.7174176869013e-05,0.00112870483369871,Down
AC109466.1,-2.74709112392333,2.80892534931405,6.07282424674993e-05,0.00119574542004365,Down
AL138960.1,-3.2820671144289,2.8453319123707,6.2065646756375e-05,0.00121890481850637,Down
NR4A1AS,-2.73336914575751,6.33078600324967,6.26640084103031e-05,0.00122746779168472,Down
AL049569.1,-2.52813676848123,3.11682698499958,6.4215435774436e-05,0.00125460700230106,Down
AL360219.2,-2.57295830871254,3.64694904732577,6.4999193527391e-05,0.00126664665531083,Down
AC010136.1,-2.8828887978042,4.00957250796825,6.58563926113402e-05,0.00128005188826309,Down
LINC00092,-2.83339084135876,5.71457910115978,6.83600618114973e-05,0.00131854700856309,Down
AC019069.1,3.11884592742376,8.25261596266509,6.95579465484465e-05,0.00133823825407838,Up
AC087071.1,-2.65875719480955,3.66631215154226,7.00676030282658e-05,0.00134462219923025,Down
DGUOK-AS1,3.21493948157364,8.76066848405096,7.14961448366601e-05,0.0013685629142025,Up
SAPCD1-AS1,-2.25595421764012,3.93322530074662,7.25657266982962e-05,0.00138552893829752,Down
C9orf163,2.9872953887245,6.15110039181589,7.69087264829702e-05,0.0014610725651702,Up
AL592528.1,-3.80096465126571,2.78429252551583,7.75983954959187e-05,0.00147047987053795,Down
AL445309.1,-2.21078602481296,4.80877916818381,7.95530570167145e-05,0.00150375166025845,Down
AC067930.4,6.60436611495857,6.37177723085465,8.24997764682111e-05,0.00154949851801204,Up
C22orf34,-2.0367367804644,6.71972668792999,8.25880045971235e-05,0.00154949851801204,Down
DHCR24-DT,3.31726903851576,5.58646125032884,8.97945390142548e-05,0.00166406007227152,Up
LINC01229,-2.63320287458223,3.88782009231406,9.10047513105144e-05,0.00168236411897017,Down
AC011509.2,-3.56395349666143,2.29617250135552,9.13467568718473e-05,0.00168456787489765,Down
AP001189.1,-2.69389275457464,4.1558143346579,9.18108128377235e-05,0.00168900621865213,Down
GATA6-AS1,-2.75448217473576,5.15473540980721,9.69311853660347e-05,0.0017745682628392,Down
AC004947.1,-3.19451031438421,5.59343098472497,0.000104362302742999,0.00189683502653802,Down
LINC02026,6.96186567321397,5.04201771859114,0.000108900697220687,0.00197181933173734,Up
AL049871.1,-2.72122849189032,2.74432529637205,0.000109009453864067,0.00197181933173734,Down
PTCHD1-AS,-3.36432274880082,2.39749514618821,0.000111037130175021,0.00200370343974542,Down
AC008760.1,2.71591600146814,6.6958413669697,0.000115851430477632,0.00208064766233106,Up
AC084757.3,-2.66198687670547,3.59854079934723,0.000117912254401013,0.00211264112683901,Down
AC007996.1,2.71174569714693,9.43345419756269,0.00012159879891021,0.0021735425970688,Up
AL157838.1,3.63681118277682,6.10989099584934,0.000127118119672663,0.00226683986520049,Up
AL356299.3,3.44329404357736,4.62733322053792,0.000128974101490171,0.00229452513262867,Up
AL449423.1,5.96993812353462,4.19308953486956,0.000130693443414624,0.00230911100003069,Up
CD81-AS1,-2.464415160989,3.980330260707,0.000130710158446388,0.00230911100003069,Down
AC013565.1,-2.88124143584926,3.02947423457875,0.000132671281943277,0.00233829268711683,Down
CYP4A22-AS1,5.52615714936254,5.36453991745722,0.000133271032028033,0.00234241924882546,Up
AL445493.3,-3.34967721473645,2.7186864872765,0.000133525022648297,0.00234241924882546,Down
AL731537.1,-3.37998246787107,2.42150133155843,0.000135687839899742,0.00237485129046747,Down
AC011466.3,3.47023397044917,4.65493794715357,0.000139243617698873,0.0024314572596332,Up
LINC02664,-2.43130639752751,2.77948644209109,0.000144963331742859,0.00251969598001782,Down
NR2F1-AS1,-2.24646173155503,8.55904792199171,0.000146718328855351,0.00253957619346313,Down
LINC01165,-2.8076775698973,2.60576393100618,0.000146778838320776,0.00253957619346313,Down
AC104117.3,-2.86761491117724,3.85801050044087,0.000147214511865958,0.00254129891374088,Down
AC008771.1,2.11120077028418,9.78792725189902,0.000149226897877445,0.00257016987437669,Up
AC108134.1,4.50364289062041,8.27821375549284,0.000153179103071163,0.00263224363254786,Up
Z83844.2,3.55249723951412,4.72409872240531,0.000153925826015373,0.00263907748413206,Up
AL158071.1,-2.42095296832157,4.05551591305495,0.00015786259548669,0.00270045041736394,Down
RASSF8-AS1,-2.00955233586628,7.63169463115572,0.000162782132637882,0.00277206239836718,Down
AC022395.1,-2.4754341221019,2.87658721570379,0.000164430450747945,0.00279383963619148,Down
HOXA11-AS,-2.39348306089838,8.93832485176616,0.000164904015938546,0.00279560373208822,Down
NFIA-AS2,-2.70596721155154,2.94656873403631,0.000165851131238553,0.00280537002974206,Down
AC078909.1,-2.75630934418826,2.70915791121544,0.000169512230062182,0.00285452554899813,Down
MIR924HG,4.97927694417649,8.67068429214202,0.000170100362783291,0.00285806409556547,Up
MEG3,-2.51410617032568,10.2098446469403,0.000171530254135598,0.00287409757195296,Down
AC093904.4,7.63870852346625,7.33986948564556,0.000171932993569468,0.00287409757195296,Up
AC005291.2,-2.78260183524442,3.21842171992339,0.000177630257270117,0.00295828717008669,Down
ADAMTS19-AS1,-4.2024990569838,3.28846482075052,0.000178592340944425,0.00296777294479297,Down
MAL2-AS1,6.77544620632138,4.87795107789739,0.000181148045476245,0.0030036411663287,Up
AC027228.2,3.49708279754707,7.36654119389774,0.000187465918676982,0.00309482491510187,Up
AL591806.1,6.74872368647981,4.85526030927722,0.000196295333365837,0.00323039623844525,Up
AC018695.6,6.34907728553458,6.8145874709923,0.000196532504917976,0.00323039623844525,Up
LINC01354,-2.79201535266794,5.62553784800894,0.000199055446826741,0.00326476840229282,Down
AF186192.1,-3.19111740815681,3.44254183066802,0.000200871898771289,0.00328742949482623,Down
FIGNL2-DT,-3.38579299902867,2.45094339465788,0.000205854718283804,0.0033544558727238,Down
AL031058.1,3.96047222706287,9.02971851225801,0.000219590293801422,0.00354391982613157,Up
AC015909.2,-2.40369696371199,3.13934415830274,0.000219825208101535,0.00354391982613157,Down
AC105219.4,3.76585147847365,6.5720707653448,0.00022171422025785,0.00355919579483993,Up
AC133785.1,7.19274117915266,6.90719570089451,0.000229494792101786,0.00366078085038312,Up
LINC00334,-2.34701167133165,2.91491366925243,0.000236293561298863,0.0037533941533208,Down
AC022211.2,4.05042619166972,5.17327651514081,0.000245507879063606,0.00389158296352185,Up
CACNA1C-AS1,-2.17579351317974,4.05093289626001,0.000249038635937579,0.00393929105925531,Down
FAM83A-AS1,8.34401001581972,9.38703896527402,0.000250844132501311,0.00394528012167772,Up
AC005291.1,-2.76615746587612,3.2239679116498,0.000251997559696587,0.00395301566154749,Down
AC008105.1,3.34811650589442,7.126360353766,0.000256936182666129,0.00402214177461409,Up
AC068234.2,-2.48720318522244,4.39850885507408,0.000258378381769833,0.00403636145570601,Down
LIFR-AS1,-2.20575720381263,6.73085951227496,0.000261196542782421,0.0040639906956485,Down
UBE2Q1-AS1,3.56635141439274,4.30881931015897,0.000261221991546776,0.0040639906956485,Up
OGFRP1,2.64714220951951,6.48520544986649,0.00026467894628275,0.00409792039822393,Up
AL161891.1,2.42195026199781,7.75813592184559,0.000265028842048869,0.00409792039822393,Up
AC138904.1,5.61791817174118,7.22408158423706,0.00026586902351388,0.00410252180977234,Up
AC055874.1,-4.38146836782745,3.61628101224094,0.000272711946457809,0.00419100615277946,Down
AC090579.1,2.58761490967231,5.30692801690088,0.000278050077189974,0.00426437451041257,Up
AL355488.1,2.13559393003762,9.68198501906996,0.000280303282856371,0.00429022899124903,Up
AL024498.1,2.40839364204927,5.76433545294254,0.000281536410661692,0.00430039757780415,Up
AL023284.4,3.42444129795077,8.48435597692079,0.000288972925863911,0.0043866594397238,Up
AC016888.1,4.14576273333666,8.65934108907485,0.000293758362378138,0.00443334726135949,Up
AL132639.3,3.10906870582663,4.35737639707158,0.000296888773919391,0.00446480025296886,Up
DDN-AS1,3.82366935176949,6.28370673675705,0.000297023479333863,0.00446480025296886,Up
AP001528.1,-2.45266447277544,4.93861482038502,0.000303752693995481,0.00454027675259553,Down
C5orf66-AS1,7.69997598251243,9.61657063657938,0.000304211501891933,0.00454027675259553,Up
AL445183.2,-2.81335527899924,2.80157058644706,0.000304446543256968,0.00454027675259553,Down
AC009097.2,6.20814132095305,4.39147189275051,0.000306237021722539,0.00455798842764591,Up
AC105339.2,2.59006272171151,6.00902882932265,0.000307867076459992,0.00457324747566601,Up
CRNDE,2.86836441791354,10.980643975387,0.000310245213955596,0.00459573475963281,Up
AL590226.2,7.23559713358424,9.0779111851889,0.000312728807467113,0.00461320066009709,Up
AL590708.1,4.64347564051648,6.01347813451617,0.000324294876454627,0.00477041548808061,Up
SCAT1,7.2389682654655,6.95000313557121,0.000328068636366673,0.00480722278986127,Up
AL590428.1,-2.14241641170862,4.5631125145152,0.000331695558871515,0.00484160254947399,Down
LINC02560,6.45717687641625,8.05264022684693,0.000334882117833187,0.00487134120618556,Up
AP000553.2,4.64676089993061,5.26013038415276,0.000335021482239981,0.00487134120618556,Up
SCAT2,2.54094132399127,7.13174392603273,0.000335760147089061,0.00487271107896428,Up
AC004816.1,3.14756580411847,8.66008531443661,0.000337307695704866,0.00488579212111971,Up
AP001094.1,-2.73269924589535,2.48124089873229,0.000339507289805822,0.00489821982839588,Down
U62317.1,5.3821191117404,9.83132711685379,0.000340109166764692,0.00489821982839588,Up
AP001269.2,-2.53778198777919,2.89922508850424,0.000343133448587859,0.00493238023721065,Down
AC134682.1,-2.04317237586632,4.09000403494097,0.000343950136167452,0.00493473810163587,Down
C5orf66,3.96208197969637,8.45285801304677,0.000345476488826637,0.00494724949245872,Up
AC016773.2,2.13751239697611,7.05306392195443,0.000353530513425517,0.00505301363328986,Up
PITPNM2-AS1,-2.42807879012711,2.69363650124268,0.000354265900219573,0.00505397070105697,Down
AC120498.8,-2.4370135695224,3.31516022036443,0.000360231619400158,0.00511975803436954,Down
AC021028.1,5.0169479211673,6.04156519459535,0.000369332568421126,0.00523925619105466,Up
AC245041.2,6.23600747354406,10.3799985177994,0.000370777642746268,0.00524990591161897,Up
TMEM220-AS1,-2.13218606735528,5.67560714859626,0.000387230957241069,0.00544210644553852,Down
FAM198B-AS1,-2.21707399990529,6.83980368057637,0.000394510722429013,0.00553412907659696,Down
LINC00578,-2.57143013240581,4.78602632235816,0.000395801506918853,0.00554195406261749,Down
AL024508.1,3.48663595755679,7.18517699836386,0.00040173972988502,0.00561470258347622,Up
AC106886.2,3.58685091189116,5.56916617838121,0.000409599620293555,0.00570346727263273,Up
LINC00958,4.86764273576584,11.0467785135462,0.000413500164927424,0.00574719622613282,Up
AC107072.2,-2.43984733052891,2.74206594636418,0.000415974929581582,0.00577098429828687,Down
AP000695.2,3.90933387228243,7.00860349844405,0.000430205116873465,0.0059375172614981,Up
AC020907.1,5.734563618634,8.4647473660635,0.000430334540312255,0.0059375172614981,Up
DIO3OS,-2.60594022500897,8.98907767142013,0.000441770241052334,0.00608419816502131,Down
AC008406.3,8.60513819998159,6.57567030627636,0.000448363388195315,0.00616377377844504,Up
AC005498.2,-2.71281685443022,3.41656140544116,0.000452508159108406,0.00619821411416423,Down
AC005100.1,-4.17986429300368,2.24670457041772,0.00045822739778081,0.00624262586418145,Down
AC008687.3,7.62393207574701,5.64628715821931,0.000466975030716323,0.00635035648785273,Up
DCST1-AS1,2.70422721035102,8.23926731274299,0.000485258495485585,0.00658714449616967,Up
AC093904.2,7.53022808330896,5.55911824987811,0.000486877581122226,0.00659727847825295,Up
AC097717.1,6.16417875849183,4.35269322046072,0.000492660397864042,0.00666369457647589,Up
AL096828.3,3.16912284649546,5.38488103728946,0.000493722852547296,0.00666614015733948,Up
PPP1R14B-AS1,3.59839933443143,8.53690457042495,0.000496081518963213,0.00668604699622256,Up
AC078880.3,-2.41500718727481,3.35777090068074,0.00051663368986342,0.0069260059025839,Down
AC026740.1,3.34447534879442,8.15381013635205,0.00052123966985419,0.00697538609516377,Up
ATP2C2-AS1,3.90616332513929,7.18090612958261,0.000522376592014723,0.00697824984491753,Up
AL451050.2,2.41963589226935,5.37872124894546,0.000525693028064684,0.00701016752239343,Up
AL512363.1,8.52410704978197,6.49790377605676,0.00053438410753979,0.00709776835432386,Up
LINC01348,4.64044298326045,7.63504577867488,0.00053507842374879,0.00709776835432386,Up
VPS9D1-AS1,3.70504155371938,9.45622538042136,0.000548960548435603,0.00726011290101994,Up
U62317.2,3.20137705661406,10.9904594864797,0.000549237479087873,0.00726011290101994,Up
AC245041.1,9.23332264441556,9.1281765319473,0.000561065886712762,0.00739926085377295,Up
AC113349.2,-3.05337195581349,2.47516761664226,0.000561766722942423,0.00739926085377295,Down
AC116914.1,5.63843537376234,3.94013051495538,0.000562700038476319,0.00739926085377295,Up
LINC02600,-2.84683023781003,8.09630604619921,0.000574704521417455,0.00751789080698508,Down
MIR205HG,7.0342471543172,14.5201309581444,0.00057722372255257,0.00753780408673572,Up
AC073195.2,2.13744028034125,6.13145341228274,0.000579793899624288,0.00755831323286076,Up
AL121821.2,-2.75546272314803,2.88059770072127,0.000583647954910342,0.00758240925614622,Down
MEG9,-2.52841811486225,4.51312873694384,0.000589315959700171,0.00764291247220067,Down
AC015922.3,-2.19243952872632,7.9234762268101,0.000595568659454324,0.00768446183299342,Down
AC092111.1,-2.22511559597773,5.69216189121889,0.000599418281227035,0.00770782589176465,Down
AC106900.1,5.55932401831098,6.08361862117014,0.000609533171415588,0.0078245845654894,Up
AC010680.1,-2.89956287262029,2.85929842710311,0.000620405353870461,0.00793719945958469,Down
AL590822.2,5.23036454547443,3.63180249990113,0.000629145254165019,0.00803541768030694,Up
LINC02823,-2.98770539043037,2.81546005794569,0.000634693807501413,0.00809261362313353,Down
AL033527.3,3.3711699262395,5.32145900293406,0.000684232376734933,0.00869492605124845,Up
AC104794.5,-2.09749766305432,3.39623070689527,0.000687330330802578,0.00871963864295016,Down
AC090844.2,-2.60175719754569,3.24694234455666,0.000689406588892895,0.00873132867440399,Down
SNHG14,-2.14377451138051,10.413287823796,0.000692829974154115,0.0087600124324068,Down
TEX41,-2.03043841792217,5.16158872396333,0.000704690977847293,0.00888028080583897,Down
OVOL1-AS1,7.06452924926944,5.13535056581812,0.00071012854254516,0.0089339133280931,Up
MSC-AS1,-2.11031417182917,8.05570103056279,0.000733517125310124,0.00919755055467637,Down
LINC00379,-3.65267386234566,2.14907934961879,0.0007376519310378,0.00923408319631921,Down
AC104667.1,-2.97461026305474,3.15397572057546,0.000741303130344466,0.00926445118766035,Down
AC100793.2,-2.2794476706591,2.99212617963901,0.000743415805788182,0.00927552294977631,Down
AC005330.1,-2.56988103090411,4.61976107884843,0.000779214262340819,0.00969019578545877,Down
LNCOC1,2.71570873926155,6.71004523005822,0.000787212377963727,0.00977358421967774,Up
AL033384.2,2.99414231178874,5.23982011132533,0.000801982958504471,0.00994064450697099,Up
AC018755.4,-2.22037710620976,4.83174012855924,0.000817948999680363,0.0101219515328694,Down
LINC02159,6.50467975405533,7.44271729517575,0.000836247660592982,0.0103146306064332,Up
FGF13-AS1,-3.25854528340063,2.60099770429728,0.000837965591057614,0.0103189867003039,Down
AC005498.3,-2.31797943048311,4.89358888841952,0.000843505355938447,0.0103703154410579,Down
AC100803.3,-2.34221413010205,6.39934216605579,0.000847425870819331,0.0104016022877678,Down
AL441992.2,2.16480149243166,8.82577940671012,0.000849213367113916,0.0104066487337898,Up
AL079303.1,6.6747249042978,8.15278003579143,0.00087402051044409,0.0106588210959157,Up
AC110048.2,-2.05303068591551,3.81468474205053,0.000878958259041781,0.0107017768061432,Down
AC080037.2,4.02280524941196,7.10394849982249,0.000896501006439655,0.0108803276239009,Up
LINC01337,5.67259136163138,3.95834251115986,0.000907281652378671,0.0109759305178162,Up
AC244034.2,6.55950487577889,4.68978704751211,0.000912844636594532,0.0110255883343311,Up
PCCA-DT,2.13030080736313,10.1057879477831,0.000916803585554908,0.0110557446736534,Up
AP002761.4,4.05338665413375,11.0987311617056,0.000923297777828548,0.0111163288187287,Up
SOX21-AS1,7.04921481850018,9.78053450099621,0.00092893903521852,0.0111654594879347,Up
AC093523.2,-3.0257352002424,2.41303776937623,0.00093216994751489,0.0111654594879347,Down
AC003965.2,6.9393427885442,5.02257753106848,0.00093639307446879,0.0111849416051477,Up
AC006213.2,-2.52173420264493,3.89695374798432,0.0009385900502375,0.0111935005833529,Down
LINC00467,2.23254236231712,10.0318044804972,0.000960913696238061,0.0114042808805686,Up
AC020658.4,4.36960854998398,4.34326086849888,0.000962297474117544,0.0114042808805686,Up
AC007389.1,-2.0180671964343,3.12033243711427,0.000969807781007357,0.0114625865361426,Down
LINC02207,-2.24971575367034,3.65284515059253,0.000970249356319434,0.0114625865361426,Down
AC008992.1,-2.97309968966821,2.47957836971272,0.000973574216543764,0.0114839230129289,Down
Z69733.1,-2.4975140495483,3.56612180489901,0.000983928672424847,0.011587982386611,Down
AL121832.3,2.47343094328182,6.93489900140412,0.000990487732639305,0.0116470882526995,Up
LINC01410,2.73022402695759,8.03953571736422,0.000994252467253684,0.0116732032684862,Up
LINC00639,-2.27537172029173,4.7894036818214,0.00101329011165744,0.0118598862759163,Down
AC009121.3,3.71460157031072,5.67011739331781,0.00101593686864034,0.0118724863427969,Up
LINC02754,-2.12274744193026,5.29717627134508,0.0010247566524501,0.0119386518477276,Down
AC007639.1,5.46984490149877,3.80417819372038,0.00103145788958055,0.0119798050739148,Up
DLG1-AS1,3.82775653460884,6.1943761643264,0.00104291381047206,0.0120942811671461,Up
CA3-AS1,4.45023794241023,6.41395050244899,0.00105284186958045,0.0121890623550508,Up
MIR99AHG,-2.39749279076077,8.7783007950958,0.00105431117315213,0.0121890623550508,Down
AL606807.1,-2.15265415155237,4.75208037232804,0.00106934435761076,0.0123439888364808,Down
LINC02416,6.08390113055966,4.28969251962583,0.00107401278328923,0.0123789796561736,Up
AC007663.2,-2.53145236070234,3.59356816056672,0.00110547734758077,0.0127029091566234,Down
AC097358.2,3.19935891333009,4.41773895961591,0.00111029198203329,0.0127388735601725,Up
U62317.4,4.53516891687237,5.82986397776199,0.0011187299225195,0.0127775180425528,Up
LINC02848,-2.79704116438126,2.49830100219009,0.00113179842018599,0.0129072818326188,Down
ZNF667-AS1,-2.48997054387122,8.9359411913639,0.00113730513242644,0.0129505483528257,Down
AP003355.2,-2.92633803097143,2.48786849667267,0.00116096720909755,0.0131016015940098,Down
LINC00592,4.82529761704898,6.20350951213056,0.00116336431711849,0.0131090873349224,Up
AL162595.1,2.6968846257111,6.92765133847253,0.0011690864601217,0.0131374828481066,Up
HOXC-AS2,3.55596011035573,6.91036567417933,0.00116935933828538,0.0131374828481066,Up
AC069148.1,-2.27373841928237,4.61992129144942,0.00117818332286768,0.0131781938956003,Down
CSRP3-AS1,5.29014749213369,3.67097743514383,0.00121517212686782,0.0135419105731514,Up
GAS1RR,-2.2286371477135,7.14007263960619,0.00122008964327994,0.0135419105731514,Down
AC092384.1,-2.58580325305288,2.95997683563332,0.00122155159193913,0.0135419105731514,Down
UBXN10-AS1,-2.74614101414623,5.20967799567154,0.00122326741455659,0.0135419105731514,Down
NAV2-AS3,-2.80728609312755,2.45177395540983,0.00122875683744807,0.013582793052551,Down
EP300-AS1,3.0843485316508,6.06104374877265,0.00124194576218821,0.0136885596325147,Up
AC011997.1,7.21298765363416,5.26886353278144,0.00124411582871529,0.0136925178761518,Up
CIRBP-AS1,2.12315164195353,7.59786431557512,0.00125626292325207,0.013786072514817,Up
FEZF1-AS1,6.88176783011543,9.05061670597103,0.00127570375572873,0.013979124778355,Up
AL035425.2,-3.28327535493191,4.64293596391557,0.00127908309956669,0.0139958716582109,Down
LINC01106,2.62657837017806,7.15555273609465,0.00131923112240504,0.0143727759603812,Up
AC020922.3,4.44957177558563,4.4084726794813,0.00132724465321694,0.0144185299180651,Up
DLEU2,2.22434978691816,9.79477347994501,0.00134788105992461,0.0145590409915572,Up
BX255923.1,-3.015418696599,2.71512046985422,0.00136851095820958,0.0147607865264232,Down
AC131159.1,3.8669392076042,3.94114490247547,0.00137055154366214,0.0147617382074494,Up
AC092718.2,2.03105991162782,5.00135815154301,0.00139745304707282,0.0150087251263034,Up
AL136172.1,3.64466651293892,4.37470681628835,0.00141170798839637,0.0151403178727163,Up
AC131009.3,2.38125342033845,5.79992504317522,0.00143034237420501,0.0152751676431696,Up
AL450332.1,-2.85968820679741,2.52760977804007,0.00145696051553002,0.0155326277957238,Down
AL031710.2,4.10550342886532,4.20743236533665,0.00145855915023991,0.0155326277957238,Up
AC011294.1,-2.57205740605107,4.63034538388516,0.00146217047496932,0.0155491855994979,Down
AC123912.1,-2.86710339665692,3.01009055998022,0.00147014698187473,0.0156068339061735,Down
LINC01797,-3.24063449652034,2.92297347346389,0.00147171968986929,0.0156068339061735,Down
ATP2A1-AS1,2.57872628681815,7.90724167879089,0.00151162468971777,0.0159183764330865,Up
LMNTD2-AS1,3.54866423188272,8.64779610895145,0.00154213347764279,0.0161496831363672,Up
AC110491.1,-3.32590235394621,3.48081506419066,0.00155330321312354,0.0162441571153901,Down
AL136982.1,-2.11682742414708,4.06110006122992,0.00155614501487022,0.0162457837097291,Down
AC003070.1,3.05742007381922,6.60890591882073,0.00157916874593108,0.0164285736065477,Up
LINC00885,5.30177314709437,8.92087931318405,0.0015796287543923,0.0164285736065477,Up
RASSF10-DT,5.66479872709097,5.46113412712752,0.00158327365959573,0.0164438628299496,Up
LINC01345,-3.78994385318749,2.87161355879978,0.00160610383357965,0.0166526779528724,Down
AC104411.2,4.35066916524844,4.3252863251488,0.00162400245035677,0.0167518179087961,Up
AP006621.4,4.43960593828249,5.07173773241762,0.00163418437755623,0.0168101405327605,Up
LINC01118,-2.05390399519014,2.94028965597464,0.00164418045773471,0.0168679083323367,Down
AC023794.3,-2.13669358359479,2.99273593630183,0.00168297755427675,0.0171727304829778,Down
AC005586.2,-2.0591674993156,4.90200695840131,0.00170574585424378,0.0173582024279101,Down
