,logFC,logCPM,PValue,FDR,up_down
VWA7,-1.96103580211002,1.86033749511887,0.000423380012123715,0.00338666442705882,Down
STON2,3.44284734564248,5.42989416274311,0.000424008623726954,0.00339018868549756,Up
GALE,2.00946921969721,6.27145613258964,0.000424785316499047,0.00339489328744584,Up
SBDS,-1.12750654345816,6.29819765778684,0.000426551942725971,0.00340750178438159,Down
ARIH2OS,-1.35415818573368,0.26612648989565,0.000426907519074141,0.00340883196142904,Down
R3HDM1,1.04223800304501,5.34708780098468,0.000427513195897267,0.00341083553575619,Up
L2HGDH,1.64310103585544,3.86660024561491,0.000427536789285024,0.00341083553575619,Up
RPL9,-1.33831060947611,8.6507978575912,0.00043049144904036,0.00343137083386282,Down
ERI2,1.4424042093455,4.23591210926573,0.000430822275893264,0.00343249033776206,Up
CDKN2B,3.49907228015142,6.77691255737542,0.000434417249802993,0.00345655031506971,Up
MYB,4.28332341434002,3.86054929661902,0.000435373943490273,0.00346263440720318,Up
SHTN1,1.85313447437396,5.59033561996725,0.000437041743171734,0.00347436623870651,Up
ETFBKMT,-1.20947184115293,1.42113921602854,0.000440042293037433,0.00349667807116127,Down
PRIM2,1.20273787821733,4.73040468728972,0.000440442005201394,0.00349831249065248,Up
CHAC2,1.99428304133717,2.55330236686692,0.000440735335016187,0.00349910087641649,Up
MYOZ1,-2.33789171395117,-1.04390793312229,0.000441880505535272,0.00350664855404972,Down
RPL22,-1.00096865727462,8.24251484268848,0.000443162267960844,0.0035152730714184,Down
FAM111A,1.35854020419869,5.91161204797586,0.000444041034036295,0.00352069474216112,Up
SHISA6,-2.92630102530606,0.201174199753334,0.000447450867467185,0.00354617105073993,Down
TMEM63B,1.46684651362488,6.41651881458527,0.000451627527814821,0.00357769961621319,Up
CSE1L,1.23835819984333,7.51744710372666,0.000452182776832092,0.00358052501813027,Up
LRRK2,-2.19587350453225,2.54482287881736,0.000452591799025561,0.00358219057788888,Down
SDCBP,-1.06981452168887,7.01697285132426,0.000453480131040498,0.00358764667075919,Down
C19orf48,1.85440859116504,6.96447867209935,0.000453755598558346,0.00358825150965218,Up
CAPN1,1.45450527401102,8.76788390463554,0.000454025687097214,0.00358881330046593,Up
NATD1,-1.4058089123511,3.40057679430009,0.000455621200396756,0.00359826992691788,Down
NRP1,-1.62579052299684,5.57772595744157,0.000456140525747951,0.00360079408022573,Down
BDH1,2.65326189415788,5.75330564517033,0.000459213982155902,0.00362188455742384,Up
THPO,-2.60649669326979,-1.30186964055425,0.000460257982012853,0.00362853144542709,Down
SLC25A5,1.67821214492741,8.99604676488906,0.000460751236637699,0.00363083251598676,Up
STAP2,2.3578870498023,6.25992174006463,0.000461660024776327,0.00363323013824407,Up
PCDHB6,-2.76475115406548,-0.796442927059477,0.000464306527105751,0.00365246364909105,Down
SRPK1,1.39927276652008,6.41108028748192,0.000466005507598578,0.00366422996162336,Up
MKRN2OS,3.39239383844663,1.85555284180106,0.000466655612133795,0.00366774223486152,Up
ANXA8L1,6.9968908244073,5.27248215900699,0.000468277610469346,0.00367888684826244,Up
TSEN54,1.40899792863684,5.81759999024902,0.000469700841531653,0.00368846087666189,Up
CDK16,1.24542734233512,7.39015598766399,0.000471253414630971,0.00369904182228838,Up
PNPO,1.34074907417763,4.58008807568041,0.00047422546414935,0.00372075070435717,Up
LRRC45,1.94885767735292,5.36142096896741,0.000474664727902581,0.00372257722665661,Up
RGS13,-2.21339152139479,-1.44539827905728,0.000475812899808066,0.00372937005368212,Down
GALNT3,2.57142224129029,6.29581748077533,0.000475944564255273,0.00372937005368212,Up
PEAK1,-1.19958960163519,4.8004741286005,0.000478477973828623,0.00374759247095138,Down
RAB11FIP5,-1.23401874805805,5.27710587907406,0.000479310474957628,0.00375248278918195,Down
HMGN1,1.07563368953658,7.83350885334944,0.000480401733091939,0.00375939377068041,Up
TRDN,-3.79511005167201,-3.55517767040018,0.000481129607045127,0.00376345631888227,Down
PARM1,-2.27232375958121,4.64480693225928,0.000481419440580441,0.00376409042223129,Down
RHBDL2,3.36797037291257,4.54386671449345,0.00048378730207857,0.00378096448048401,Up
ACYP1,1.62851370702206,3.92535340215863,0.000484507841568666,0.00378495510549525,Up
GGCT,1.41885286908246,6.34033048994486,0.000486538199573612,0.00379917009021751,Up
C11orf80,1.86621635853391,4.76569153543148,0.000487385088989609,0.0038041355647111,Up
ZMYND19,1.40368477817806,5.39412622562084,0.00049044446689934,0.00382635817316967,Up
GRIN2D,5.74965660368022,4.26547262991127,0.000490921566282192,0.00382842380625775,Up
CPXM1,-2.12359528714613,4.52620146077185,0.000494844688079655,0.00385734964378564,Down
SEMA4B,2.68739220339942,8.65055555233292,0.000495834884624165,0.0038633979990379,Up
WDR86,-2.00408268337836,1.2829243811207,0.000500310452285507,0.00389658637352384,Down
CASD1,-1.15036041038352,3.84990373913337,0.000500604241323242,0.00389719104967964,Down
TIGAR,1.63624843324584,3.97750886741639,0.000505217696701672,0.00392971314561309,Up
PIGW,1.34969117557673,3.73222833760411,0.000507503106096944,0.00394578740962825,Up
TCF4,-1.75730067258861,5.7129971628521,0.000510095248556971,0.0039642316083975,Down
TNS4,4.95497322863534,7.88072711917595,0.00051378728972748,0.00398988649140683,Up
RPA3,1.60403595349992,5.36587048394609,0.000513838959126271,0.00398988649140683,Up
L3MBTL3,-1.46335398032031,2.8488115653597,0.000522554485733282,0.00405581462667717,Down
BPIFB1,-4.07830389490268,7.26408873872351,0.000522828210972082,0.00405619304811817,Down
RAD18,1.44359481432471,4.59369363864429,0.000524525155301689,0.00406585922187853,Up
CLUH,1.4822397084168,7.07633010085792,0.000525290471012766,0.00407004176723686,Up
FAM83G,2.7411653259638,6.35670640666185,0.000525542026440459,0.00407009262276506,Up
SMAD4,-1.01888897850666,5.911539119811,0.000525748514610085,0.00407009262276506,Down
FCER2,-2.58332834042929,-2.1920096058631,0.000526546956742569,0.00407431751635502,Down
TMEM25,-1.29579076178227,4.00169348152133,0.000526746208021273,0.00407431751635502,Down
EIF4E3,-1.32757221556738,4.43077966177796,0.000527736604330601,0.00408022769128676,Down
SOX5,-2.48011240937503,0.69241991074388,0.000529019058410817,0.00408838989419076,Down
SLF1,1.68742281806695,4.10197279924656,0.00053047243638665,0.00409778859453539,Up
STX6,1.32843560302744,6.39645936820738,0.000530689759747096,0.00409778859453539,Up
FOXE1,7.70796694181398,4.93099832656089,0.000531432296849788,0.00410001040316717,Up
SPATA32,4.44733981146709,-1.50965895344081,0.000533016708265989,0.0041104752994165,Up
ALDH3B2,5.23070834078454,5.80791721762635,0.000533385847939063,0.00411079188515324,Up
PRKAR1B,-1.44628272581227,4.72700154539321,0.000533513755477459,0.00411079188515324,Down
IKZF4,-1.0606960381901,3.0044279861592,0.000535469154561593,0.00412057569643428,Down
MAJIN,7.94636250176751,1.18940279740947,0.000539969347561709,0.00415143400836341,Up
RPS23,-1.21433147057385,8.95258013175428,0.00054016994917474,0.00415143400836341,Down
SLC5A8,-4.22920057461033,1.68763237071189,0.000544921386204375,0.00418616642235402,Down
PPP1R14B,2.07331114267594,6.98865398932659,0.000549563959507768,0.00422003330064951,Up
PFDN5,-1.18727301644513,7.94045498415591,0.00055001977582383,0.00422025436988638,Down
PRRG2,1.8188096010647,3.83434547102885,0.000550060885703438,0.00422025436988638,Up
LCA5,-1.61979577091776,2.30132007433134,0.000551570680451561,0.00423003801299092,Down
OTULIN,1.51138501260495,5.48926883756788,0.000552288986680456,0.00423374593105809,Up
C8orf89,-2.52742232071006,-3.1714839458927,0.000553675082158514,0.00423996480225146,Down
CCL21,-2.71301072638904,3.64567262310132,0.000553805718763294,0.00423996480225146,Down
BLNK,3.09288456541362,4.36021709643919,0.000557015649169982,0.0042627301165258,Up
HMGCLL1,-3.46127475840961,-2.8730446518298,0.000558241836797417,0.00427030136506467,Down
GUCY1A1,-1.98667127894946,2.67778286103753,0.000560011760600146,0.00427839493373756,Down
LAYN,-1.87301388090291,3.18441353917253,0.000562567804516615,0.00429597729824266,Down
EFNA4,1.65626295529482,4.5044967750406,0.000562789704850203,0.00429597729824266,Up
TBC1D7,1.61848403054804,4.49318941820468,0.000565760388289901,0.00431682598428562,Up
E2F3,1.46362571923995,4.80034496523807,0.000567328587384963,0.00432513083744224,Up
MXD4,-1.15443838733389,5.80055000087542,0.000568157987655958,0.00432962321108914,Down
IFT88,-1.20840132659087,3.222066576064,0.000568891602055082,0.00433338216521045,Down
DEPDC4,1.73193944950882,0.319288022923157,0.000569746386348715,0.00433806053457236,Up
STRBP,1.43385160409079,5.35897754321794,0.00057072456711264,0.00434367410090371,Up
HSPG2,-1.70808840425008,7.28626796550226,0.000575512294044662,0.00437826441418787,Down
TUBA4A,2.78228652128536,7.67723869959974,0.000576093591570046,0.00438083823534708,Up
H2AC16,6.57368456331532,-2.02323181934449,0.000583029212451179,0.00443171024472797,Up
HSPA12A,-2.03770424456154,2.38214891187955,0.000584040504722653,0.00443752646445404,Down
RIC3,-2.50258333710888,0.863784647873807,0.000587770925585262,0.00446374877554789,Down
SYNGR4,4.80540450602451,-1.2777329513163,0.00058798687420556,0.00446374877554789,Up
SLC41A3,-1.04001680497568,5.73215425043706,0.000588500392872137,0.00446576687015346,Down
H2AX,1.99334090695013,6.6109632261332,0.000589035280928097,0.00446794535764981,Up
IGF2BP3,8.20537495631858,3.37520151079443,0.000593735294670038,0.00450170200290193,Up
CCR8,7.38632735885292,-1.29826556188843,0.000594192790591241,0.00450327701318204,Up
EPB41L3,-1.82193063289237,3.4379726010614,0.00060081479068425,0.00455155070421724,Down
ELMO1,-1.6506029998454,3.11450087483924,0.00060248053821473,0.00456225287862729,Down
LRP8,2.66237580571894,4.73777848165972,0.000602869162680977,0.00456289942524264,Up
H2AC14,6.98158804728091,-1.6655495630124,0.000603072064911438,0.00456289942524264,Up
HCCS,1.26336249329919,5.15832716059437,0.000603864159669708,0.00456697600622686,Up
FIGNL1,1.53779266196175,4.92305434721673,0.00060648799932532,0.0045848966993021,Up
SERINC2,3.06472935675753,8.12737109724246,0.000608218766212415,0.00459605379497479,Up
STXBP5L,-3.05239845090926,-0.162060992336784,0.000608694392451385,0.00459772094507686,Down
PACRG,-2.93168192042312,-0.334999678385643,0.000610364179020829,0.00460840290944118,Down
CNIH2,3.92370187484246,2.46699050855564,0.000611062912901349,0.00461174730833459,Up
LBX2,3.47128212738191,1.0523806076905,0.000614213870526214,0.00463165039129554,Up
PTPN21,-1.20985618427643,4.25145686410293,0.000618536156785946,0.0046603455523822,Down
SETD7,-1.18925068806404,5.9068113691974,0.000620982216946937,0.00467682095720688,Down
ST8SIA1,-2.00795252301008,1.38030263762143,0.000623307171646418,0.00468845569661448,Down
ULBP3,4.16237224993094,0.692155898637921,0.000625010447318453,0.0046993070747088,Up
SREBF1,2.26063850567976,8.22892070749429,0.000626798276225524,0.00471078487717641,Up
DUOXA1,4.67683646120353,5.58210427503696,0.000628193993541996,0.00471930737648425,Up
TGFA,3.30923165521458,5.82301682477337,0.000629510633048575,0.0047272289520474,Up
ZNF501,-1.70637952550248,1.19713952530079,0.00063064427694808,0.00473377032197081,Down
PRXL2C,-1.2427401888898,3.66051965942351,0.000632042882593295,0.00474187892207865,Down
HMSD,5.65922531461301,2.0843795698829,0.000632250522943821,0.00474187892207865,Up
FBXO41,2.11620039326401,4.1635601929871,0.000633033952851117,0.0047457805280273,Up
COL15A1,-1.89005838092161,5.36152434433179,0.000633821759112312,0.00474971168611596,Down
N4BP2L1,-1.50869920614026,3.61101471000177,0.000636014131450248,0.00476378218462721,Down
FOXP3,3.01008759448561,2.62905319459097,0.000636227814785487,0.00476378218462721,Up
ARHGAP27,1.73045462156186,5.93954793800374,0.000637350591363509,0.00477020803747782,Up
LTB4R2,3.60480451834325,3.0686863486852,0.000638329212374692,0.00477555008262062,Up
PLCH2,4.80388221526667,5.87674707352435,0.000640086658290686,0.00478671192409003,Up
SLC27A2,4.93886034253107,3.23804123222931,0.00064149093266001,0.00479522450906301,Up
ADAMTS19,-3.84563909148473,0.400611240621163,0.000642842886878156,0.00480333910087574,Down
FAT2,6.98965631835575,7.68356251591659,0.000643864045343393,0.00480897627901466,Up
HSPA4L,3.31552471179886,5.66570194538517,0.000649955518249017,0.00485246293748645,Up
EML4,1.45092621150213,6.75179798272261,0.000652899269867764,0.0048724229452466,Up
BEND3,1.69443474447651,3.2707443078978,0.000658046698561471,0.00490677501036531,Up
PROM2,3.26424713585221,8.02335873060012,0.000659757488806595,0.00491546591867062,Up
MORN4,-1.64791181788035,1.92788647408898,0.000663624463540513,0.00494223423281101,Down
GMPS,1.32322963817576,7.1824625833134,0.000664554530079863,0.00494711733168453,Up
DOT1L,1.59487841304884,5.89920307127247,0.00066514188770142,0.00494776156882509,Up
TUBB4B,1.39505180744601,9.29519315561908,0.000665189908088298,0.00494776156882509,Up
RAB5IF,1.51845982768687,5.41067926186631,0.000668310464292562,0.0049689227510082,Up
C10orf143,-1.72632866448627,0.150325721075039,0.000673112911830925,0.00500256628207402,Down
RIBC2,2.93854767195641,3.92060575682823,0.000676212725910436,0.00502146435262157,Up
GATA5,-3.62972220424265,-0.878723822020538,0.000680296946452332,0.0050497134394959,Down
SLC30A8,-3.24348883725012,-3.46806058892665,0.000683806597094984,0.00507173999203003,Down
SEPTIN4,-1.67124366039679,2.42044703056827,0.000683826950672491,0.00507173999203003,Down
CDH19,-3.21383448406019,-1.50951770773247,0.000684661170602247,0.00507583918830531,Down
SCN4A,-2.88341430947722,-2.5258539368657,0.000687283879469455,0.00509318879853443,Down
LSMEM2,-2.42384769841484,-2.76059719496539,0.000687819574457516,0.00509506447307683,Down
MOV10,1.32297264609132,6.78501474044972,0.000689711342613014,0.0051051388736663,Up
ANGPTL8,-1.71909695631352,-3.07059606552972,0.000689745884428792,0.0051051388736663,Down
IFNLR1,2.87993400645814,3.56200657586791,0.000690503952044044,0.00510865254630862,Up
PFKFB1,2.48266844473482,-0.9000892759028,0.000691870437740305,0.00511666283529848,Up
TMEM79,3.64520826822208,6.02154167472052,0.000693052297357449,0.00512330173077278,Up
RAB26,4.30764550347991,2.88408226901991,0.000702056480451807,0.00518773702563364,Up
SH2D4A,2.01918539371715,5.34798367828467,0.000705103704736879,0.00520811953969928,Up
FBXO22,1.14291764537174,5.14174225434065,0.000705877517645752,0.00521170009957122,Up
POLE3,1.10326338537443,6.91381300737697,0.000706433400847597,0.00521366934804837,Up
XPO5,1.22376361505087,6.08852748380592,0.000707849927895628,0.00522198617019565,Up
SCUBE2,-2.38713950100561,2.97971022044794,0.000709014140131759,0.00522843556097162,Down
LINC00634,3.74563130529655,-0.560161806108817,0.000712656732666971,0.00525314836058278,Up
FBXL6,1.66644295571603,4.97322547209564,0.000713786955663813,0.00525932930552454,Up
SCRIB,1.42830971492446,7.27829816466069,0.000715661043008103,0.00527098390744939,Up
TESMIN,3.21586182259262,2.86099910454017,0.000716593266990206,0.00527569481577518,Up
AMIGO1,-1.54266818450545,2.81745375075879,0.000717216803739699,0.00527813019241909,Down
BBS5,-1.41545792079946,2.09568639541322,0.000722054099343022,0.00531051630934565,Down
PTGIR,-1.63821087597243,0.856563821366173,0.000722206655048006,0.00531051630934565,Down
APBB2,-1.3027071308613,4.66938688196705,0.000722544228229669,0.00531079307271475,Down
UNC5C,-2.32434119253912,0.993928717623737,0.000722833399913588,0.00531079307271475,Down
LTC4S,-2.23622189591273,-3.72952853384757,0.000725159542932614,0.00532571346601834,Down
SALL1,-2.71667139052732,2.253631619893,0.000726478668326005,0.00533322898612291,Down
HNRNPAB,1.08731662805337,7.90365876944404,0.000730520937097425,0.0053607214065391,Up
HIP1R,1.4226892936395,6.0384783872422,0.0007321188451927,0.00537026150481057,Up
H4C14,4.1037664791897,-0.636892014325072,0.000737783951092614,0.00540961555030493,Up
SLC22A16,-2.75436270905048,-1.64469286190914,0.000739862524159809,0.00542257830023403,Down
H1-3,4.92441845870702,-0.69529234988913,0.000740163864956918,0.00542257830023403,Up
TUBE1,-1.06797366859967,3.40743764516874,0.000741374411218833,0.00542257830023403,Down
RAB8B,-1.08601134621941,4.5152095807909,0.000741671110521768,0.00542257830023403,Down
RNF43,2.56116257296969,4.86514513579789,0.000741778067809654,0.00542257830023403,Up
TMEM102,1.66099034466703,3.72534954632317,0.000741927973993392,0.00542257830023403,Up
VRK1,1.50738213239625,5.10988900529836,0.000741976188216064,0.00542257830023403,Up
USP43,2.53827493577241,4.08701748696017,0.000742169488597411,0.00542257830023403,Up
BEX4,-2.22745903606414,4.44187021666224,0.000742258638101919,0.00542257830023403,Down
GAS6,-1.78337680146061,7.27575301292463,0.000748579393360106,0.00546432650294846,Down
CRMP1,-2.15606960288595,4.0430684255708,0.000749372996191935,0.00546790575529769,Down
MSX1,-2.63078331056911,3.49796876313856,0.000752335599279301,0.00548730212581141,Down
SNAP25,-2.7426715504794,0.664005937434506,0.000755347547471119,0.005502592436729,Down
FAM167B,-1.40041643984253,2.29892757050591,0.00075722404639135,0.00551403455429565,Down
FERMT1,3.54731614851308,6.01072297158922,0.000759176525358913,0.00552602048939088,Up
OVOL3,3.3057535064588,-2.14826645596675,0.000762853300829848,0.00555054278206705,Up
ZNF578,-2.0282426182562,-2.46364087783956,0.000766026465625894,0.00557138248295073,Down
SH2B3,-1.2479196071862,4.27057207699109,0.000766707016903835,0.00557250030282441,Down
ANKRD18B,6.97996240711537,2.10489600069197,0.000766798294581661,0.00557250030282441,Up
TTC22,3.20338183902375,5.68421727278812,0.000769392790167603,0.00558910233953339,Up
DNAJC9,1.33391549510523,5.29578807247539,0.000769871178054261,0.0055903251471278,Up
PAPPA2,-3.17440450657213,-1.25489926555665,0.000770310183599493,0.00559126111525719,Down
NPHP3,-1.05240393071268,3.37060058612295,0.000772266797874414,0.00560320739061396,Down
DTX3L,1.65938061796722,7.26684254611066,0.000772893147379607,0.00560549615738307,Up
PCDHGA9,-2.35067674693175,-0.330146181650208,0.00077340138817523,0.00560692683104117,Down
TRHDE,-3.1429952936765,0.180995343866632,0.000779750951196253,0.00564614845384275,Down
CASC4,-1.11845621775614,6.08540933441317,0.000780650944227294,0.00565039603549502,Down
ZSWIM7,-1.06402877995992,3.68023493770824,0.000781359191471608,0.00565325289816737,Down
B3GNT5,2.95600515257407,6.23675765288379,0.000782597564565195,0.00565994147176513,Up
WWC1,2.91073543250836,5.80360540310904,0.000785748161973077,0.005680448821321,Up
FRMD3,-2.08817397287041,1.41880316540772,0.000786973035810726,0.00568702358142982,Down
CCDC188,-1.88631759554177,-1.56120807227782,0.000792255277598069,0.0057229017047649,Down
EFCC1,-2.17940548563493,1.19487759531615,0.00079305007861645,0.00572304688556241,Down
ITSN1,-1.18761520522942,4.74820118835199,0.000793227629895755,0.00572304688556241,Down
CGAS,1.92205658059896,4.83223609973038,0.000801514727621516,0.0057782129304342,Up
AL139260.3,3.21131424202217,-1.25924677507889,0.000802454103891888,0.00578267285898111,Up
DPH2,1.28367932511999,5.04415747857957,0.00080314616060271,0.0057853476930351,Up
NKIRAS1,-1.0370699672661,2.98466598315429,0.000807844699983122,0.00581686898590083,Down
BARD1,1.68307656909612,4.67805118134383,0.000808676437856105,0.00581821076398467,Up
ADAMTS8,-2.9050785672233,0.703477134666027,0.000814737169645479,0.0058594779292812,Down
LLGL2,2.39287114621489,7.21421701177666,0.000819765182659727,0.00589328797581933,Up
SH3GL2,-2.96128527811028,-0.548255691921075,0.000828431137840021,0.0059508419981098,Down
IGF2,-2.42819003074708,5.91398935948923,0.000831633152138353,0.0059714638522718,Down
DUSP9,7.30324374619386,3.3702959902014,0.000832746322772293,0.00597707651257342,Up
IRS1,-1.84470777660538,4.97297586793872,0.000835145564490463,0.00599116331223778,Down
RAB40A,-2.18840529677626,-1.18045073005118,0.000835445905390713,0.00599116331223778,Down
ZNF665,-2.26134277937978,0.510132419754251,0.000836020602517162,0.00599116331223778,Down
MRAS,-1.72633002676799,4.12066178529635,0.000836038097259581,0.00599116331223778,Down
ZNF710,1.61125350265396,4.65160170699878,0.000836403517435476,0.00599140064336974,Up
STXBP1,-1.60037842414419,4.64347919411002,0.000840622501050428,0.00601923101427292,Down
ACTN2,-2.62682589843234,-1.67359547658805,0.000842972895862063,0.00603127036206071,Down
MAP1B,-2.29593916669881,4.58718988619633,0.000849944209745629,0.00607391759877673,Down
HCN3,1.878354402346,3.59392384147215,0.000853986023406881,0.00610038351902776,Up
NRGN,-1.80021054425212,3.00931263471328,0.000854333776771551,0.00610045069116478,Down
LTBP1,-1.66677181673886,6.3015783874939,0.000855179494238867,0.00610350345902375,Down
FOXO3,-1.00341153352716,5.85325203206425,0.000855438338377871,0.00610350345902375,Down
C1QTNF2,-2.0724504121223,1.50826707703492,0.00085840604404165,0.00612041927228821,Down
PPAT,1.51755394947836,4.50549735991123,0.000858488094266051,0.00612041927228821,Up
CAMK2N2,5.2049165519394,1.67952915597226,0.000858846451261075,0.00612055395898703,Up
KCNS1,6.54384637004788,4.77261987307442,0.000859840826549064,0.00612521932148543,Up
KLF1,4.36557597627759,-2.32495023575323,0.000864578775791064,0.00615653843898613,Up
CDKN1C,-1.94861564986295,4.84746777399334,0.000869776077805079,0.00619110251986797,Down
RHOV,4.40894089729522,7.32252205915815,0.000870307667843071,0.00619244169345326,Up
ADGRG5,3.45107198568522,2.95116390684983,0.000871459686062373,0.00619819256004125,Up
HPGDS,-1.89899545189303,0.454874419917098,0.000873906963277185,0.00621314769238472,Down
SULT1C4,-2.47316255878711,0.0769626494174688,0.000875716585614433,0.00622355933725985,Down
ESPN,2.94440063770214,5.73616126261882,0.000878985752831868,0.00624187204551342,Up
GUCY1B1,-1.94950108636286,3.034237630623,0.000879396880470324,0.00624218969435252,Down
PDE7A,1.67820571352428,5.43728670641252,0.000879800030511021,0.00624218969435252,Up
NOX4,-1.78840710053925,1.46463502037063,0.000880069118305275,0.00624218969435252,Down
MROH6,3.04664012735675,5.47287140071078,0.000880617964183445,0.00624362638388813,Up
DBNDD1,3.02956104159558,4.70385663478127,0.000886182231295336,0.00627813973683887,Up
NOX5,-2.25174529267629,0.503546336023202,0.000886739711672063,0.00627962176019139,Down
JMY,-1.05307098937425,4.85902524128705,0.000889545582740134,0.00629701878947963,Down
RBMS1,-1.07022080130598,6.31325111967402,0.000897857342105347,0.00635336258954451,Down
RAB11FIP4,2.28862754363515,5.14248532090519,0.000898377560347804,0.00635454978935697,Up
DUOX1,3.34396525874694,6.65227201557133,0.000899519299806098,0.006360130578629,Up
EFCAB11,1.35766444314723,3.76283569537023,0.000910990856819584,0.00643619323999103,Up
ATP1A1,1.30306441866327,9.99038470678944,0.000915837999489375,0.00646509951560003,Up
VDAC1,1.32830530665645,7.88069841058223,0.00091623007710932,0.00646509951560003,Up
PRR19,2.26481463113434,2.06799603063876,0.000916516603542633,0.00646509951560003,Up
USP18,2.77980995930119,3.84510707106201,0.000919703953580785,0.00648251066577856,Up
GPR19,3.80037967151186,1.38765141017125,0.000920273354684244,0.00648347054298661,Up
ACBD4,-1.3726144225428,3.42358288761151,0.000920559322797876,0.00648347054298661,Down
PIP4K2C,1.0574662116176,6.11333500453165,0.000921394964259501,0.00648682202483358,Up
ZKSCAN7,-1.8910811399292,0.465069658638022,0.000925165250696805,0.00651082336848688,Down
LTB4R,3.37035613143652,5.89170478767451,0.000927931802262253,0.00652774498431074,Up
CCDC58,1.59493751663865,4.75252301475559,0.000928346763691332,0.00652811706293086,Up
CPNE7,4.7576069784533,3.66361992141708,0.000930243845306463,0.0065389070295811,Up
LONRF1,-1.28588952055175,4.19450129561226,0.000933572538703035,0.00655818902063088,Down
MYO10,2.14349508967404,6.61421205192158,0.000933714432388213,0.00655818902063088,Up
HDAC1,1.07982763245507,7.9465710406901,0.00093445044504361,0.00656080277419638,Up
HPCAL1,-1.23234109435433,5.46857599696208,0.000936455775515068,0.00657215090287602,Down
IL20RB,6.86291914769486,7.11745057000045,0.000937295239224778,0.00657215090287602,Up
NKPD1,4.69800172265626,1.43854567572085,0.000937521530964329,0.00657215090287602,Up
PCDHGA4,-2.29967906162299,-1.27856874075714,0.000937524798790744,0.00657215090287602,Down
PPIH,1.26490317186857,5.66551985280393,0.000939184859264051,0.00657867249904073,Up
SNRPA1,1.21322485256641,5.73752159427499,0.000943166992867041,0.00660400034228845,Up
NUP205,1.31956680579708,6.56604543024098,0.000943804117738947,0.00660589605700047,Up
TMEM41B,1.17233148238413,5.42641840371073,0.000944184532368825,0.00660599422530459,Up
SMAD9,-2.11380251472656,2.32404919540016,0.000951321808929297,0.00665334841543647,Down
TMPRSS13,3.32095465249281,4.88408379707869,0.000953738619612778,0.00666766471951081,Up
SHKBP1,1.19691137390458,6.71811497879612,0.000955006358997262,0.00667393978787622,Up
TMEM132A,2.38524724513932,6.68064709716436,0.000958801732490454,0.00669786719752146,Up
OPLAH,2.25592067495337,4.71681995305595,0.000961410777725137,0.00671349199162828,Up
IL16,-1.71074116450763,3.45181666683674,0.000963443971957667,0.00672508510042459,Down
REXO2,-1.0547770650707,5.54524748731024,0.000965446833972324,0.00673385161180696,Down
SETBP1,-1.78930070891844,3.37814472303567,0.000966172849163525,0.00673630953999163,Down
DDAH2,-1.53638736291413,6.22423947195753,0.000967627702275245,0.0067412393632236,Down
SLC25A39,1.311618280049,7.63192417896,0.000968477883716714,0.00674455629332266,Up
STK32B,-2.50084707812786,0.849976702272058,0.000974229918334321,0.0067819943735783,Down
TBC1D2B,-1.06461320000118,5.4275229977579,0.000975390800854071,0.00678745509046658,Down
NR6A1,1.93867717645385,2.92485948559346,0.000979478395683524,0.0068132698588634,Up
CAPN15,1.21380193628771,5.91316471497994,0.000981760240635334,0.0068265087306807,Up
CAPG,1.94644568170339,8.30712736137135,0.000983544388143075,0.0068353609763555,Up
RASSF10,4.72114990574208,4.20503879906331,0.000983791554833196,0.0068353609763555,Up
PEBP4,-2.56603167882293,-2.78452718825492,0.000985612962653414,0.00684537816511597,Down
SKI,-1.00655158729624,6.3295978125384,0.000988844510749706,0.00686517771614063,Down
GTF2IRD1,1.43879783584548,5.96510004844391,0.00098973403715601,0.00686844382167709,Up
SECISBP2L,-1.07389637395219,4.93452769287,0.000990076843734818,0.00686844382167709,Down
TRIM7,3.82211747757757,4.60457485254547,0.000990608376550112,0.00686948808815328,Up
SYDE1,-1.92976405434206,4.20673256453111,0.000992108717335706,0.00687460421735695,Down
BICDL2,3.01376494648217,5.48652944814866,0.000993858407552322,0.00688408263087528,Up
MCCC2,1.23709025568735,6.23498574322064,0.000995148268541928,0.00689036992389054,Up
NDOR1,1.32167041096552,4.36788616446799,0.000997899724286023,0.00690411819987605,Up
SLC4A3,-2.06438165703779,2.99336114813259,0.000999992103869016,0.00691470430532638,Down
OSBPL5,-1.4308776160118,4.6671222281367,0.00100051798010478,0.00691470430532638,Down
B3GLCT,-1.08658466703932,4.35160671409313,0.00100058034013292,0.00691470430532638,Down
ACPP,3.92543734207623,3.7012508433874,0.00101507963632607,0.00701221679806858,Up
ADIPOR1,1.14362352527836,7.49425674031141,0.00101645331979128,0.00701901698806465,Up
PLA2G4F,5.86287471222815,3.74528081604956,0.00101944564408243,0.00703698505467316,Up
CFAP36,-1.12567413241477,5.04787871219636,0.00102017188357628,0.00703930312318418,Down
DMRTA2,8.14799315242636,3.00589669085405,0.00102162297986951,0.00704392440804866,Up
CCSAP,1.42967349201382,4.517745720513,0.00102286986364912,0.00704970969790789,Up
GLI1,-2.23378850665041,0.640899039511163,0.0010232440532127,0.00704970969790789,Down
ATXN1,-1.21598150524615,5.07563977869342,0.00102365537327699,0.00704984964865705,Down
ZNF385A,2.87680434958678,6.98256885632541,0.00102667715014018,0.00706796067851372,Up
AC040160.1,2.14687385289055,5.80609693869556,0.00102824781778794,0.0070760718147773,Up
