,logFC,logCPM,PValue,FDR
AC017104.1,-2.17232519099753,6.03995575435157,7.52509767567738e-06,0.000189027453574075
AC096536.2,4.81524989977234,5.4270399759477,7.71277155157608e-06,0.000193100217554526
AC010931.1,-3.21247427048813,4.73495118649735,7.76396105352543e-06,0.000193740295464375
AC025162.2,-2.24328125728027,3.73553908690307,8.06944480618261e-06,0.000200700895327456
ST7-AS1,-1.87915638032128,7.16948987870164,8.27152010818261e-06,0.00020505233946875
AC108673.3,-1.70801744713001,6.49884187154539,8.34055503149589e-06,0.000206088028082158
AC008669.1,-2.00040560976517,7.38393711450462,8.42901477364288e-06,0.00020759537688441
ATP1A1-AS1,-1.47458178785854,7.22096213123998,8.47162941359338e-06,0.000207967499987596
PRR34,-1.73454283464141,5.57073221499972,8.61943508934407e-06,0.000210911160875503
LINC02716,-2.57458604483314,3.86249342695009,9.36306675362675e-06,0.000228368218465071
AC084855.1,-2.87623771647594,3.0658008297507,9.59505091666385e-06,0.000233273890613812
AP000255.1,-2.0966593399324,4.08062894038936,9.7707807102717e-06,0.000236784849199886
LINC01563,-3.73361719672198,3.2235414777882,9.92106614895375e-06,0.000239658725726004
LINC01850,-4.2629136484916,2.17342983760712,9.96503056962157e-06,0.00023995412782455
AP000662.1,-2.31080419851846,5.6175629568509,1.01400671635385e-05,0.000243393802614333
DNAJC27-AS1,-1.79641954795952,6.8083196130229,1.06535245970725e-05,0.000254909175564762
AP001922.5,-2.42003671371844,3.71595435845394,1.10962603016971e-05,0.00026466506038212
AC063944.3,-3.0150372149249,3.33415543952783,1.18743670478021e-05,0.000282333613988779
AC068338.3,-1.96475485002728,5.10119248020636,1.22225906683023e-05,0.000289228661633267
TBX2-AS1,-2.58911808514253,6.03614358860049,1.22408638702083e-05,0.000289228661633267
LINC01572,3.64249542326202,6.66996590312504,1.26749991367584e-05,0.000298553484339657
AL583810.1,6.44052163071303,4.58275900711273,1.28676607170352e-05,0.000302150256774854
CDKN2A-DT,6.38441793956364,6.14786498254399,1.2943291630646e-05,0.000302985226065988
AC002116.2,2.76603380677593,6.93223625089251,1.37044427797668e-05,0.000319812629190792
AL662844.4,-1.73669888541605,7.56121824476128,1.37979221527101e-05,0.000321003351989665
LINC00840,-3.0396637038352,3.09071921440262,1.38831005359541e-05,0.000321994242798617
AC233976.1,-3.62768910212902,2.38771478308647,1.47059825415877e-05,0.0003400364954035
AL512413.1,7.8065586379369,5.81685889182688,1.53386158614462e-05,0.000353583154049984
AL031651.2,-2.81421584848685,3.17466426908531,1.59377342480633e-05,0.000366277229938014
AC022211.4,4.24351068594084,5.34584390508656,1.68724407748082e-05,0.000386583408176741
AC025271.4,-3.04269300388017,3.31773507011829,1.76685963038003e-05,0.000403601983846023
TRIM52-AS1,-1.55613900912094,9.40334444093898,1.77893026076451e-05,0.000405135292218086
LINC02610,-2.61841201392824,5.47932128226617,1.807424329089e-05,0.000410388449016274
LINC00670,-3.3358374003142,2.38351289933164,1.8143763886364e-05,0.000410733529176043
AC093390.1,-3.76187099603102,2.89790595883224,1.82975529882307e-05,0.000412978501922425
AC008752.3,-2.69755052976141,3.51344836248122,1.84619550503917e-05,0.000415448934928606
AC024884.2,6.59531407127025,4.72360784574594,1.94053411602747e-05,0.000435382149889723
AL160313.2,-2.23924041022863,3.31143401289506,2.04163153482421e-05,0.000456709350142186
CT66,-3.75870022423363,2.48746412752561,2.05060281695175e-05,0.000457363064866436
MIR9-3HG,6.56599636777384,12.2362975317244,2.14572301390291e-05,0.000477170932591762
AL357078.2,-2.41721918354928,2.99242592151514,2.19076529092083e-05,0.00048575883767309
AL049796.1,-1.75919893935873,5.28702953999455,2.19804244495322e-05,0.000485947337026062
AC023154.1,-2.58676957921542,3.28823384229829,2.29920197945116e-05,0.000506829917394468
NR2F2-AS1,-2.70381753268724,6.40588042575596,2.32745895940336e-05,0.000509862408270746
TMPO-AS1,2.69302062599118,9.82807958803359,2.33239979309316e-05,0.000509862408270746
AL162426.1,-2.63605844630817,2.76254966808507,2.3331886425298e-05,0.000509862408270746
DARS-AS1,3.225454963419,7.55261883537448,2.34959888116873e-05,0.000511968793674836
FAM225B,-2.54209853247992,5.36852418930266,2.4457261438643e-05,0.000531383200395344
AC007950.2,-2.07384933961858,3.28265165232283,2.46530295571554e-05,0.000534101881036252
SPAG16-DT,-2.61406324259042,3.08255126377436,2.66153518326555e-05,0.000574967643447738
TYMSOS,3.32459678676357,8.07954581528041,2.78511565380127e-05,0.000599950411919983
AL603910.1,-2.12400685299848,3.62917690347755,2.80392654227866e-05,0.000602286607561617
AC012511.1,-2.80554688987106,3.03103722439873,2.84351022308367e-05,0.000609058946083162
AP003973.2,-3.37871515962107,2.68401823640409,2.8635824379249e-05,0.000611625616190682
AC093726.1,-1.56647404812518,7.5635155974237,2.88850453131438e-05,0.00061521078200755
AP000766.1,-1.52206055903473,7.43874014618251,3.06337556659321e-05,0.000650623108399193
AC044802.2,-2.9605131556025,3.00695064196207,3.09358244752693e-05,0.000655198232093869
AC015908.3,-2.59337358063262,4.34709683724928,3.33341717077396e-05,0.000704021430955919
AC106881.1,-3.09712241619887,4.52786785448343,3.34372276497376e-05,0.000704230858662023
AL136141.1,-2.43094889081734,3.18730843151505,3.40613939125906e-05,0.000715383887147494
C2CD4D-AS1,4.88616189757667,9.16982726423283,3.43426124974626e-05,0.000719292224635221
AC087854.1,-1.48717335859387,6.35973461969802,3.59967040149104e-05,0.000751853809549
AC009495.3,3.21381577115119,5.53702760196441,3.67995458673757e-05,0.000766505141331206
LINC01638,-3.27586159151159,3.00077358414476,3.72019562110073e-05,0.000772758216789632
ZNF790-AS1,-2.54938947514287,5.81575934541832,3.79575976391613e-05,0.000784224366974911
AC124319.1,7.59460745372648,5.61898255298927,3.79613964175132e-05,0.000784224366974911
AL133215.2,2.72651756455065,6.87410362301163,3.92291378323988e-05,0.000808205752454407
AL391834.1,-1.67568874671437,5.84576256761164,4.04094160424082e-05,0.000830259768197414
AC067817.2,-2.18546004394737,3.61826787276679,4.06043769230211e-05,0.000832004590555454
KIAA0087,-4.23418860799843,4.04759104654215,4.43375959530279e-05,0.000904535407885882
AC107375.1,-1.32029548767262,7.80701747423278,4.43833667935011e-05,0.000904535407885882
AC121757.1,8.54816112162858,6.52087274622694,4.47605118321563e-05,0.000909769435384231
AC009113.1,-1.46531606999472,8.36041688333117,4.57146159170608e-05,0.000926670806833504
AC109309.1,-4.01985202740426,3.09514119462239,4.59172725982127e-05,0.000928290101911995
AC025279.1,-2.00702231394884,3.6615335087512,4.69996949168236e-05,0.000947639182042942
EIF3J-DT,-1.16841080488378,9.28543805243043,4.88066089373223e-05,0.00098145417599759
CYP1B1-AS1,-2.33540760060049,5.78396874051197,4.92601624688772e-05,0.000987619243344079
AL136084.3,-2.55779482592615,4.06764010511633,4.94594981485008e-05,0.000987619243344079
TPT1-AS1,-1.4005654235298,9.40607251796277,4.95050513460397e-05,0.000987619243344079
LINC00337,5.18446017636766,6.4245669228833,5.42950601542053e-05,0.00108032881533144
LINC02321,6.32130199870812,6.2079721809146,5.66321067095424e-05,0.00112140655032162
U47924.1,4.60612479361017,4.55068334789956,5.66561701127971e-05,0.00112140655032162
LINC00484,-2.59175316051585,3.35754159408674,5.7174176869013e-05,0.00112870483369871
AC109466.1,-2.74709112392333,2.80892534931405,6.07282424674993e-05,0.00119574542004365
AL138960.1,-3.2820671144289,2.8453319123707,6.2065646756375e-05,0.00121890481850637
NR4A1AS,-2.73336914575751,6.33078600324967,6.26640084103031e-05,0.00122746779168472
AL049569.1,-2.52813676848123,3.11682698499958,6.4215435774436e-05,0.00125460700230106
AL360219.2,-2.57295830871254,3.64694904732577,6.4999193527391e-05,0.00126664665531083
AC010136.1,-2.8828887978042,4.00957250796825,6.58563926113402e-05,0.00128005188826309
AL390208.1,-1.88498471062441,4.31911165869989,6.60944806504883e-05,0.00128138555948293
ERICD,-1.7216777354331,6.3808255898929,6.73846885740621e-05,0.00130305787802681
LINC00092,-2.83339084135876,5.71457910115978,6.83600618114973e-05,0.00131854700856309
AC019069.1,3.11884592742376,8.25261596266509,6.95579465484465e-05,0.00133823825407838
AC087071.1,-2.65875719480955,3.66631215154226,7.00676030282658e-05,0.00134462219923025
DGUOK-AS1,3.21493948157364,8.76066848405096,7.14961448366601e-05,0.0013685629142025
SAPCD1-AS1,-2.25595421764012,3.93322530074662,7.25657266982962e-05,0.00138552893829752
AC022364.1,-1.55110569405391,7.21982485148417,7.55363014836375e-05,0.00143861454790374
C9orf163,2.9872953887245,6.15110039181589,7.69087264829702e-05,0.0014610725651702
AL592528.1,-3.80096465126571,2.78429252551583,7.75983954959187e-05,0.00147047987053795
AL445309.1,-2.21078602481296,4.80877916818381,7.95530570167145e-05,0.00150375166025845
AL731533.2,-1.80560022027493,4.9385788518543,8.12755061738875e-05,0.00153247905780739
AC067930.4,6.60436611495857,6.37177723085465,8.24997764682111e-05,0.00154949851801204
C22orf34,-2.0367367804644,6.71972668792999,8.25880045971235e-05,0.00154949851801204
AL135925.1,-1.41877119472436,6.43497942846439,8.40712604725528e-05,0.00157342277334894
AC095057.3,-1.66042261403723,6.61297708988683,8.55869417965389e-05,0.00159783423931761
LINC00653,-1.61260080473669,6.97525677724901,8.67022342520513e-05,0.00161466894871862
OSER1-DT,-1.54999916249409,9.72114711631767,8.90300360023601e-05,0.00165394619708561
DHCR24-DT,3.31726903851576,5.58646125032884,8.97945390142548e-05,0.00166406007227152
LINC01229,-2.63320287458223,3.88782009231406,9.10047513105144e-05,0.00168236411897017
AC011509.2,-3.56395349666143,2.29617250135552,9.13467568718473e-05,0.00168456787489765
AP001189.1,-2.69389275457464,4.1558143346579,9.18108128377235e-05,0.00168900621865213
AC072061.1,-1.27227022963573,6.33823029787916,9.25093023735196e-05,0.00169772532826743
GATA6-AS1,-2.75448217473576,5.15473540980721,9.69311853660347e-05,0.0017745682628392
AC024075.2,-1.21197965877073,8.85811599774203,0.000101336169895386,0.00184691225816544
SNHG7,-1.55932357690991,11.6032360456018,0.000101371324843097,0.00184691225816544
AC004947.1,-3.19451031438421,5.59343098472497,0.000104362302742999,0.00189683502653802
LINC02026,6.96186567321397,5.04201771859114,0.000108900697220687,0.00197181933173734
AL049871.1,-2.72122849189032,2.74432529637205,0.000109009453864067,0.00197181933173734
PTCHD1-AS,-3.36432274880082,2.39749514618821,0.000111037130175021,0.00200370343974542
GIHCG,-1.86584022335368,8.31551248308187,0.000113417808239795,0.00204179059071688
AC008760.1,2.71591600146814,6.6958413669697,0.000115851430477632,0.00208064766233106
AC084757.3,-2.66198687670547,3.59854079934723,0.000117912254401013,0.00211264112683901
AC007996.1,2.71174569714693,9.43345419756269,0.00012159879891021,0.0021735425970688
AL157838.1,3.63681118277682,6.10989099584934,0.000127118119672663,0.00226683986520049
AL356299.3,3.44329404357736,4.62733322053792,0.000128974101490171,0.00229452513262867
LINC00899,-1.45079355967538,8.68357423873061,0.000130597107894519,0.00230911100003069
AL449423.1,5.96993812353462,4.19308953486956,0.000130693443414624,0.00230911100003069
CD81-AS1,-2.464415160989,3.980330260707,0.000130710158446388,0.00230911100003069
AC013565.1,-2.88124143584926,3.02947423457875,0.000132671281943277,0.00233829268711683
CYP4A22-AS1,5.52615714936254,5.36453991745722,0.000133271032028033,0.00234241924882546
AL445493.3,-3.34967721473645,2.7186864872765,0.000133525022648297,0.00234241924882546
AL731537.1,-3.37998246787107,2.42150133155843,0.000135687839899742,0.00237485129046747
AC011466.3,3.47023397044917,4.65493794715357,0.000139243617698873,0.0024314572596332
AC135507.1,-1.58961898257449,4.71545469432496,0.000140258887412867,0.0024435425062873
LINC02664,-2.43130639752751,2.77948644209109,0.000144963331742859,0.00251969598001782
NR2F1-AS1,-2.24646173155503,8.55904792199171,0.000146718328855351,0.00253957619346313
LINC01165,-2.8076775698973,2.60576393100618,0.000146778838320776,0.00253957619346313
AC104117.3,-2.86761491117724,3.85801050044087,0.000147214511865958,0.00254129891374088
AC008771.1,2.11120077028418,9.78792725189902,0.000149226897877445,0.00257016987437669
AC108134.1,4.50364289062041,8.27821375549284,0.000153179103071163,0.00263224363254786
Z83844.2,3.55249723951412,4.72409872240531,0.000153925826015373,0.00263907748413206
AL158071.1,-2.42095296832157,4.05551591305495,0.00015786259548669,0.00270045041736394
AC016877.3,-1.91470069337082,6.03213940004522,0.000161769290654838,0.0027610329721021
RASSF8-AS1,-2.00955233586628,7.63169463115572,0.000162782132637882,0.00277206239836718
AC022395.1,-2.4754341221019,2.87658721570379,0.000164430450747945,0.00279383963619148
HOXA11-AS,-2.39348306089838,8.93832485176616,0.000164904015938546,0.00279560373208822
NFIA-AS2,-2.70596721155154,2.94656873403631,0.000165851131238553,0.00280537002974206
TOLLIP-AS1,-1.52172836953636,6.67431799172928,0.000167614214147068,0.00282886400260264
AC078909.1,-2.75630934418826,2.70915791121544,0.000169512230062182,0.00285452554899813
MIR924HG,4.97927694417649,8.67068429214202,0.000170100362783291,0.00285806409556547
MEG3,-2.51410617032568,10.2098446469403,0.000171530254135598,0.00287409757195296
AC093904.4,7.63870852346625,7.33986948564556,0.000171932993569468,0.00287409757195296
ZRANB2-AS1,-1.79528976152184,3.49035021662634,0.000172194974222284,0.00287409757195296
AC005291.2,-2.78260183524442,3.21842171992339,0.000177630257270117,0.00295828717008669
ADAMTS19-AS1,-4.2024990569838,3.28846482075052,0.000178592340944425,0.00296777294479297
MAL2-AS1,6.77544620632138,4.87795107789739,0.000181148045476245,0.0030036411663287
AL138995.1,-1.92857607643042,4.14454144064954,0.000186254356699196,0.00308155184026831
AC027228.2,3.49708279754707,7.36654119389774,0.000187465918676982,0.00309482491510187
AL591806.1,6.74872368647981,4.85526030927722,0.000196295333365837,0.00323039623844525
AC018695.6,6.34907728553458,6.8145874709923,0.000196532504917976,0.00323039623844525
LINC01354,-2.79201535266794,5.62553784800894,0.000199055446826741,0.00326476840229282
AF186192.1,-3.19111740815681,3.44254183066802,0.000200871898771289,0.00328742949482623
AP003486.1,-1.64937293280396,8.57812850661603,0.000201976792443049,0.0032983726299393
FIGNL2-DT,-3.38579299902867,2.45094339465788,0.000205854718283804,0.0033544558727238
AC092140.2,-1.89716658227468,3.85623612951064,0.000214762907837119,0.00349209106700314
AC008537.2,-1.60152966852825,4.82058912543303,0.000216116531056967,0.00350656028180629
AC044849.1,-1.78903386422749,4.27862672451076,0.000218608793259974,0.00353940275340185
AL031058.1,3.96047222706287,9.02971851225801,0.000219590293801422,0.00354391982613157
AC015909.2,-2.40369696371199,3.13934415830274,0.000219825208101535,0.00354391982613157
AC006942.1,-1.74253910839002,5.2119604916497,0.000221379399717164,0.00355919579483993
AC105219.4,3.76585147847365,6.5720707653448,0.00022171422025785,0.00355919579483993
AC034236.2,-1.24969749628148,7.11411718711484,0.000222871673829969,0.00357019645302626
AC117490.2,-1.84476567345178,3.88184384181971,0.00022520569680428,0.00359995829500456
AC133785.1,7.19274117915266,6.90719570089451,0.000229494792101786,0.00366078085038312
ATP2B1-AS1,-1.64218207729642,7.14570962549264,0.000236204241430619,0.0037533941533208
LINC00334,-2.34701167133165,2.91491366925243,0.000236293561298863,0.0037533941533208
AC022211.2,4.05042619166972,5.17327651514081,0.000245507879063606,0.00389158296352185
CACNA1C-AS1,-2.17579351317974,4.05093289626001,0.000249038635937579,0.00393929105925531
PAXBP1-AS1,-1.15725397811451,6.86725070115164,0.000250035979002606,0.00394528012167772
FAM83A-AS1,8.34401001581972,9.38703896527402,0.000250844132501311,0.00394528012167772
CNNM3-DT,-1.42742339224213,5.56651987904178,0.000250982639667635,0.00394528012167772
AC005291.1,-2.76615746587612,3.2239679116498,0.000251997559696587,0.00395301566154749
AC008105.1,3.34811650589442,7.126360353766,0.000256936182666129,0.00402214177461409
AC068234.2,-2.48720318522244,4.39850885507408,0.000258378381769833,0.00403636145570601
LIFR-AS1,-2.20575720381263,6.73085951227496,0.000261196542782421,0.0040639906956485
UBE2Q1-AS1,3.56635141439274,4.30881931015897,0.000261221991546776,0.0040639906956485
OGFRP1,2.64714220951951,6.48520544986649,0.00026467894628275,0.00409792039822393
AC104825.1,-1.66336197999715,8.80538267893423,0.000264761048849889,0.00409792039822393
AL161891.1,2.42195026199781,7.75813592184559,0.000265028842048869,0.00409792039822393
AC138904.1,5.61791817174118,7.22408158423706,0.00026586902351388,0.00410252180977234
AL133355.1,-1.40161780688377,7.81567131118244,0.000268735343971721,0.00413830536816737
AC055874.1,-4.38146836782745,3.61628101224094,0.000272711946457809,0.00419100615277946
AC090579.1,2.58761490967231,5.30692801690088,0.000278050077189974,0.00426437451041257
AL355488.1,2.13559393003762,9.68198501906996,0.000280303282856371,0.00429022899124903
AL024498.1,2.40839364204927,5.76433545294254,0.000281536410661692,0.00430039757780415
AC008014.1,-1.51164705635505,6.46463673022321,0.000283417588787579,0.00432040400972356
AL359091.3,-1.47018032394876,5.45348580527854,0.000287766934319283,0.0043778788538996
AL023284.4,3.42444129795077,8.48435597692079,0.000288972925863911,0.0043866594397238
AP001330.4,-1.66012826163004,5.66538766436584,0.000289504438622163,0.0043866594397238
AC092354.2,-1.65061814505038,5.11929397129001,0.000290610197899929,0.00439460741264273
AC016888.1,4.14576273333666,8.65934108907485,0.000293758362378138,0.00443334726135949
AL132639.3,3.10906870582663,4.35737639707158,0.000296888773919391,0.00446480025296886
DDN-AS1,3.82366935176949,6.28370673675705,0.000297023479333863,0.00446480025296886
AL162171.1,-1.97233442889588,4.78268473196474,0.000301848222217553,0.00452832223846611
AP001528.1,-2.45266447277544,4.93861482038502,0.000303752693995481,0.00454027675259553
C5orf66-AS1,7.69997598251243,9.61657063657938,0.000304211501891933,0.00454027675259553
AL445183.2,-2.81335527899924,2.80157058644706,0.000304446543256968,0.00454027675259553
AC009097.2,6.20814132095305,4.39147189275051,0.000306237021722539,0.00455798842764591
AC105339.2,2.59006272171151,6.00902882932265,0.000307867076459992,0.00457324747566601
CRNDE,2.86836441791354,10.980643975387,0.000310245213955596,0.00459573475963281
AC053527.2,-1.62144411793543,4.65236255483782,0.000310596543072658,0.00459573475963281
AL590226.2,7.23559713358424,9.0779111851889,0.000312728807467113,0.00461320066009709
AL138820.1,-1.47096487945593,5.39848593397592,0.000312997214472928,0.00461320066009709
AL590708.1,4.64347564051648,6.01347813451617,0.000324294876454627,0.00477041548808061
AC009133.1,1.3424102830885,9.3011960756304,0.000327668018740532,0.00480722278986127
SCAT1,7.2389682654655,6.95000313557121,0.000328068636366673,0.00480722278986127
AGBL5-IT1,-1.29308534877929,5.27352881112973,0.000330423985005331,0.00483237089095804
AL590428.1,-2.14241641170862,4.5631125145152,0.000331695558871515,0.00484160254947399
LINC02560,6.45717687641625,8.05264022684693,0.000334882117833187,0.00487134120618556
AP000553.2,4.64676089993061,5.26013038415276,0.000335021482239981,0.00487134120618556
